,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
1451,"MCNEEL, AMIE",NA,NA,NA,NA,NA
1452,"MCVAY, SARAH",5689,19,16,26,23
1453,"MEADOWS, VICTORIA",5776,39,30,85,69
1454,"MEILA-PREDOVICIU, MARINA",NA,NA,NA,NA,NA
1455,"MENALDO, VICTOR",1214,11,10,11,10
1456,"MERCER, JONATHAN",NA,NA,NA,NA,NA
1457,"MERCER, LEIGH",NA,NA,NA,NA,NA
1458,"MERCHANT, ALTAF",557,13,12,15,15
1459,"MERLINO, KATHRYN",NA,NA,NA,NA,NA
1460,"METOYER, CHERYL",NA,NA,NA,NA,NA
1461,"MICHAELIAN, PATRICIA",NA,NA,NA,NA,NA
1462,"MIGLIACCIO, GIOVANNI",666,11,10,13,11
1463,"MILLION, DIAN",NA,NA,NA,NA,NA
1464,"MILUTIS, JOSEPH",NA,NA,NA,NA,NA
1465,"MININ, VOLODYMYR",NA,NA,NA,NA,NA
1466,"MIZIK, NATALIE",2412,21,15,24,20
1467,"MOCERI, JOANE",NA,NA,NA,NA,NA
1468,"MOHAMMED, SELINA",NA,NA,NA,NA,NA
1469,"MONTOYA, DETRA",NA,NA,NA,NA,NA
1470,"MORALES, MIGUEL",5911,38,34,98,86
1471,"MORRIS, DAVID",NA,NA,NA,NA,NA
1472,"MORRIS, ROBERT",2642,18,17,18,18
1473,"MOSKAL, LUDMILA",NA,NA,NA,NA,NA
1474,"MOTHA, MARY",NA,NA,NA,NA,NA
1475,"MOUGOUS, JOSEPH",NA,NA,NA,NA,NA
1476,"MOUGOUS, JOSEPH",NA,NA,NA,NA,NA
1477,"MURAKAWA, NAOMI",NA,NA,NA,NA,NA
1478,"MURPHY, SEAN",1384,16,14,21,20
1479,"MUTHUKURU, MANOJ",NA,NA,NA,NA,NA
1480,"NAGDA, BIREN",NA,NA,NA,NA,NA
1481,"NAISH, KERRY-ANN",NA,NA,NA,NA,NA
1482,"NAM, HWASOOK",NA,NA,NA,NA,NA
1483,"NEFF, GINA",NA,NA,NA,NA,NA
1484,"NERAD, MARESI",NA,NA,NA,NA,NA
1485,"NESTINGEN, ANDREW",NA,NA,NA,NA,NA
1486,"NGUGI, JOEL",NA,NA,NA,NA,NA
1487,"NISHIME, LEILANI",NA,NA,NA,NA,NA
1488,"NITTA, KEITH",NA,NA,NA,NA,NA
1489,"NORMAN, STEPHEN",43,3,3,1,1
1490,"NOVACK, GARTH",NA,NA,NA,NA,NA
1491,"NOVIK, ISABELLA",NA,NA,NA,NA,NA
1492,"NYE, PETER",NA,NA,NA,NA,NA
1493,"O'CONNOR, KATHLEEN",NA,NA,NA,NA,NA
1494,"OLAVARRIA, JAIME",3270,32,13,55,19
1495,"OLSON, KRISTINA",2821,27,26,41,39
1496,"O'NEAL, ROBERT",NA,NA,NA,NA,NA
1497,"OSHIMA, KEN",NA,NA,NA,NA,NA
1498,"OSWAL, SUSHIL",NA,NA,NA,NA,NA
1499,"OTIS, BRIAN",7495,40,32,98,82
1500,"O'TOOLE, HELEN",NA,NA,NA,NA,NA
1501,"OTTINGER, GWEN",NA,NA,NA,NA,NA
1502,"PAL, SOUMIK",598,14,13,18,17
1503,"PALMATIER, ROBERT",8268,30,29,42,41
1504,"PARANJPE, AVINA",NA,NA,NA,NA,NA
1505,"PASUPATHY, ANITHA",2750,15,13,16,15
1506,"PATEL, SHWETAK",7009,43,34,104,98
1507,"PATHAK, SURYA",794,10,7,11,6
1508,"PEKKANEN, ROBERT",NA,NA,NA,NA,NA
1509,"PENDRAS, JEROME",NA,NA,NA,NA,NA
1510,"PEREZ, MARIA",284,9,9,8,8
1511,"PERRY, CYNTHIA",NA,NA,NA,NA,NA
1512,"PERRY, CYNTHIA",NA,NA,NA,NA,NA
1513,"PERRYMAN, ALEXA",NA,NA,NA,NA,NA
1514,"PETERSEN, SUZANNE",NA,NA,NA,NA,NA
1515,"PFAENDTNER, WALTER",NA,NA,NA,NA,NA
1516,"PFAFF, STEVEN",1001,15,11,18,13
1517,"PIERQUET, BRANDON",NA,NA,NA,NA,NA
1518,"PLACE, NANCY",NA,NA,NA,NA,NA
1519,"PLECKI, MARGARET",NA,NA,NA,NA,NA
1520,"POLAGYE, BRIAN",1406,20,17,33,26
1521,"POZZO, DANILO",NA,NA,NA,NA,NA
1522,"POZZO, LILO",1224,24,20,37,34
1523,"PRAT, CHANTEL",1338,19,17,22,19
1524,"PRATT, WANDA",5593,38,28,79,61
1525,"PRICE, REBECCA",347,9,9,9,8
1526,"PRIMOMO, JANET",NA,NA,NA,NA,NA
1527,"PROKSCH, GUNDULA",NA,NA,NA,NA,NA
1528,"PRUTTI, BRIGITTE",NA,NA,NA,NA,NA
1529,"PUN, SUZIE",8155,39,35,94,88
1530,"PURCELL, MARK",5309,27,23,41,36
1531,"QUEITSCH, CHRISTINE",3436,22,20,28,26
1532,"RABOTYAGOV, SERGEY",525,13,12,15,14
1533,"RADNITZ, SCOTT",688,11,8,13,8
1534,"RAFTERY, ANA",NA,NA,NA,NA,NA
1535,"RAI, CANDICE",NA,NA,NA,NA,NA
1536,"RAO, RAJESH",13327,54,37,125,90
1537,"RATNER, DANIEL",2734,29,23,44,39
1538,"REA, RUTH",NA,NA,NA,NA,NA
1539,"REED, BRIAN",1078,11,8,13,8
1540,"RIFFELL, JEFFREY",2446,23,22,33,31
1541,"RIVENBURGH, NANCY",NA,NA,NA,NA,NA
1542,"ROBERTS, STEVEN",2036,25,20,44,36
1543,"ROBINSON, CABEIRI",NA,NA,NA,NA,NA
1544,"RODRIGUEZ SILVA, ILEANA",NA,NA,NA,NA,NA
1545,"ROE, GERARD",NA,NA,NA,NA,NA
1546,"ROESLER, AXEL",NA,NA,NA,NA,NA
1547,"ROLANDI, MARCO",NA,NA,NA,NA,NA
1548,"ROLANDI, MARCO",NA,NA,NA,NA,NA
1549,"ROSENFELD, JAKE",NA,NA,NA,NA,NA
1550,"ROSENFELD, JAKE",NA,NA,NA,NA,NA
1551,"ROSENTHAL, MICHAEL",NA,NA,NA,NA,NA
1552,"RUESINK, JENNIFER",NA,NA,NA,NA,NA
1553,"RUTZ, OLIVER",916,10,10,11,10
1554,"SACHS, JULIAN",4598,36,27,66,58
1555,"SAID, ZAHR",84,5,5,3,3
1556,"SALATHE, ERIC",4227,37,25,69,43
1557,"SAMUDRALA, VAIKUNTANATH",NA,NA,NA,NA,NA
1558,"SANDALL, SUSAN",NA,NA,NA,NA,NA
1559,"SCHELLENBERG, INGRA",NA,NA,NA,NA,NA
1560,"SCHEPP, KAREN",NA,NA,NA,NA,NA
1561,"SCHLOSSER, ANN",NA,NA,NA,NA,NA
1562,"SCHMITT, THOMAS",NA,NA,NA,NA,NA
1563,"SCHOLL, HANS",4360,32,24,68,48
1564,"SCHUYLER, PHILIP",NA,NA,NA,NA,NA
1565,"SEELIG, GEORG",3391,19,16,24,21
1566,"SELKIN, PETER",NA,NA,NA,NA,NA
1567,"SERVETNICK, MARC",NA,NA,NA,NA,NA
1568,"SHAH, SONALI",NA,NA,NA,NA,NA
1569,"SHEA-BROWN, ERIC",4072,27,22,47,41
1570,"SHEN, HONG",NA,NA,NA,NA,NA
1571,"SHENDURE, JAY",41618,90,82,218,211
1572,"SHENG, JIE",NA,NA,NA,NA,NA
1573,"SHI, LAN",NA,NA,NA,NA,NA
1574,"SHULMAN, JEFFREY",444,8,8,8,8
1575,"SIDOR, CHRISTIAN",3145,29,21,59,46
1576,"SIEGEL, STEPHAN",1850,15,14,19,18
1577,"SIMONEN, KATHRINA",49,4,4,1,1
1578,"SIMPSON, CHRISTOPHER",3351,25,18,48,39
1579,"SIMPSON, TERRI",NA,NA,NA,NA,NA
1580,"SMIDCHENS, GUNTIS",NA,NA,NA,NA,NA
1581,"SMITH, ANTONY",NA,NA,NA,NA,NA
1582,"SNIADECKI, NATHAN",3254,23,22,28,26
1583,"SOLIMAN, MARK",NA,NA,NA,NA,NA
1584,"SOLOMON, EVAN",NA,NA,NA,NA,NA
1585,"SORENSEN, CLARK",NA,NA,NA,NA,NA
1586,"SPENCER, BENJAMIN",NA,NA,NA,NA,NA
1587,"STAMATOYANNOPOULOS, JOHN",NA,NA,NA,NA,NA
1588,"STECHER, MARIANNE",NA,NA,NA,NA,NA
1589,"STECKER, GEORGE",NA,NA,NA,NA,NA
1590,"STEPTOE, TYINA",NA,NA,NA,NA,NA
1591,"STETSON, DANIEL",5294,23,21,25,24
1592,"STEWART, JOHN",13665,56,38,182,153
1593,"STORTI, DUANE",NA,NA,NA,NA,NA
1594,"STOVEL, KATHERINE",2376,17,14,20,14
1595,"STRICKLAND, CAROLYN",NA,NA,NA,NA,NA
1596,"STROMBERG, CAROLINE",2821,20,20,29,28
1597,"STUBER, JENNIFER",NA,NA,NA,NA,NA
1598,"SUESS, BECKY",NA,NA,NA,NA,NA
1599,"SUNARDI, CHRISTINA",NA,NA,NA,NA,NA
1600,"SWANSON, WILLIE",7943,45,27,74,64
1601,"SWARR, AMANDA",NA,NA,NA,NA,NA
1602,"TAIBI, DIANA",NA,NA,NA,NA,NA
1603,"TANLU, LLOYD",NA,NA,NA,NA,NA
1604,"TARICANI, JO",NA,NA,NA,NA,NA
1605,"TASKAR, BENJAMIN",15692,56,47,93,84
1606,"TAYLOR, HAZEL",NA,NA,NA,NA,NA
1607,"TAYLOR, HAZEL",NA,NA,NA,NA,NA
1608,"TAYLOR, JANELLE",2185,20,18,28,21
1609,"TENNIS, JOSEPH",NA,NA,NA,NA,NA
1610,"TEREDESAI, ANKUR",1265,19,14,32,18
1611,"THOMAS, CRAIG",NA,NA,NA,NA,NA
1612,"THOMPSON, HILAIRE",3658,32,25,65,55
1613,"THOMPSON, HILAIRE",3658,32,25,65,55
1614,"THOMPSON, RIKI",162,5,5,4,4
1615,"THORNOCK, JACOB",NA,NA,NA,NA,NA
1616,"THORNOCK, JACOB",NA,NA,NA,NA,NA
1617,"THORNTON, JOEL",5878,43,37,87,85
1618,"THORNTON, TIMOTHY",1331,19,18,25,25
1619,"TOLICH, NIKOLAI",NA,NA,NA,NA,NA
1620,"TOPPER, KATHRYN",96,5,5,3,3
1621,"TOTAH, RHEEM",NA,NA,NA,NA,NA
1622,"TOTH, SANDOR",NA,NA,NA,NA,NA
1623,"TRIPATHY, ARINDAM",562,10,10,10,10
1624,"TURNER, JACK",NA,NA,NA,NA,NA
1625,"TURNER, ROBERT",NA,NA,NA,NA,NA
1626,"TURNS, JENNIFER",3488,25,15,47,24
1627,"TZOU, CARRIE",NA,NA,NA,NA,NA
1628,"UDELL, WADIYA",955,11,10,11,10
1629,"VILLATTE, JENNIFER",543,7,6,5,5
1630,"VOSS, JOACHIM",NA,NA,NA,NA,NA
1631,"VOSS, JOACHIM",NA,NA,NA,NA,NA
1632,"VU, CUONG",NA,NA,NA,NA,NA
1633,"WANG, HAICHENG",NA,NA,NA,NA,NA
1634,"WANG, JOANNE",NA,NA,NA,NA,NA
1635,"WARD, TERESA",650,16,13,17,15
1636,"WATTS, KATHRYN",NA,NA,NA,NA,NA
1637,"WEBER, REBECCA",NA,NA,NA,NA,NA
1638,"WEINMANN, AMY",NA,NA,NA,NA,NA
1639,"WELLAND, SASHA",NA,NA,NA,NA,NA
1640,"WELLMAN, JAMES",NA,NA,NA,NA,NA
1641,"WELLS, NORMA",NA,NA,NA,NA,NA
1642,"WELSH, DAVID",3,1,1,0,0
1643,"WERRETT, SIMON",NA,NA,NA,NA,NA
1644,"WESSELLS, ANNE",NA,NA,NA,NA,NA
1645,"WEST, ELIZABETH",270,7,7,7,7
1646,"WHITE, BRYAN",NA,NA,NA,NA,NA
1647,"WHITTINGTON, JANICE",NA,NA,NA,NA,NA
1648,"WILKERSON, JOHN",2380,22,18,34,20
1649,"WILLGERODT, MAYUMI",NA,NA,NA,NA,NA
1650,"WILLIAMS, CHARLES",191,4,4,4,4
1651,"WILLIAMSON-LOTT, JOY",NA,NA,NA,NA,NA
1652,"WILSON, DENISE",NA,NA,NA,NA,NA
1653,"WILSON, GREGORY",1611,19,16,31,27
1654,"WIRSING, AARON",4462,33,26,52,44
1655,"WITTEN, DANIELA",9205,32,31,52,49
1656,"WOOD, ROBERT",6687,46,36,102,82
1657,"WRIGHT, RICHARD",2187,20,15,32,21
1658,"WYERS, GISELLE",NA,NA,NA,NA,NA
1659,"XIA, FEI",4010,30,24,91,58
1660,"XU, XIAODONG",12234,47,41,79,76
1661,"YEE, SHIRLEY",NA,NA,NA,NA,NA
1662,"YOCOM, KENNETH",NA,NA,NA,NA,NA
1663,"YOUNG, GLENNYS",NA,NA,NA,NA,NA
1664,"ZACHRY, MARK",NA,NA,NA,NA,NA
1665,"ZETTLEMOYER, LUKE",5258,37,31,67,59
1666,"ZHANG, BO",2756,25,25,39,37
1667,"ZIMMERMAN, DANIEL",NA,NA,NA,NA,NA
1668,"ZIRPEL, MARK",NA,NA,NA,NA,NA
1669,"ZOELLNER, LORI",5309,38,33,77,66
