Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"KRIEGER, JOHN",NA,NA,NA,NA,NA
"BRODY, DAVID",NA,NA,NA,NA,NA
"GAVEL ADAMS, ANN-CHARLOTTE",NA,NA,NA,NA,NA
"KAISSE, ELLEN",NA,NA,NA,NA,NA
"O'TOOLE, HELEN",NA,NA,NA,NA,NA
"LAZZARI, MARCELINE",NA,NA,NA,NA,NA
"STEIN, WILLIAM",NA,NA,NA,NA,NA
"O'CONNOR, KATHLEEN",NA,NA,NA,NA,NA
"CHESNUT, CHARLES",NA,NA,NA,NA,NA
"HERSCHENSOHN, JULIA",NA,NA,NA,NA,NA
"JACOBY, DANIEL",666,10,8,11,5
"HOLSAPPLE, KEITH",NA,NA,NA,NA,NA
"TOMPA, MARTIN",NA,NA,NA,NA,NA
"LANDIS, CAROL",NA,NA,NA,NA,NA
"MILLER, DAVID",NA,NA,NA,NA,NA
"STEIN, MARCY",NA,NA,NA,NA,NA
"BARASH, DAVID",7741,37,18,89,32
"FRUMKIN, HOWARD",10469,45,28,99,55
"ZAGONA, KAREN",NA,NA,NA,NA,NA
"DIERWECHTER, YONN",315,10,8,10,8
"MOORE, RONALD",NA,NA,NA,NA,NA
"RASKIND, MURRAY",NA,NA,NA,NA,NA
"LEGGOTT, PENELOPE",NA,NA,NA,NA,NA
"NERAD, MARESI",NA,NA,NA,NA,NA
"FURNESS, THOMAS",5820,40,23,77,37
"CASTERAS, SUSAN",NA,NA,NA,NA,NA
"CHIROT, DANIEL",NA,NA,NA,NA,NA
"ZHOU, YONGPIN",1910,20,16,37,23
"SIKMA, SUZANNE",NA,NA,NA,NA,NA
"EBERHARD, MARC",2440,27,21,40,29
"ELLSWORTH, ALLAN",NA,NA,NA,NA,NA
"MEILA-PREDOVICIU, MARINA",NA,NA,NA,NA,NA
"BADANES, STEVEN",NA,NA,NA,NA,NA
"LANDENBURGER, KAREN",NA,NA,NA,NA,NA
"SEITZ, STEVEN",25088,62,47,119,95
"BAILLIE, THOMAS",NA,NA,NA,NA,NA
"CONTE, JON",NA,NA,NA,NA,NA
"WEINSTEIN, PHILIP",NA,NA,NA,NA,NA
"PHILLIPS, PAUL",9462,50,42,73,70
"HANKINSON NELSON, LYNN",NA,NA,NA,NA,NA
"PLECKI, MARGARET",NA,NA,NA,NA,NA
"STEVENSON, SIMON",NA,NA,NA,NA,NA
"CHAN, LINGTAK-NEANDER",NA,NA,NA,NA,NA
"BUENDIA, EDWARD",NA,NA,NA,NA,NA
"COLLIER, THOMAS",NA,NA,NA,NA,NA
"SULLIVAN, SEAN",NA,NA,NA,NA,NA
"SHEA-BROWN, ERIC",4070,27,22,47,41
"GOLDSMITH, LAYNE",NA,NA,NA,NA,NA
"PARKER, CHRISTOPHER",NA,NA,NA,NA,NA
"SIVADAS, EUGENE",4213,19,16,24,22
"LEE, JAMES",22788,42,29,803,195
"BOND, TIMOTHY",NA,NA,NA,NA,NA
"KOHNO, TADAYOSHI",12692,55,45,112,99
"MIGDAL, JOEL",NA,NA,NA,NA,NA
"KRUG, ANITA",NA,NA,NA,NA,NA
"KRISHNAMURTHY, ARVIND",NA,NA,NA,NA,NA
"KINYOUN, JAMES",NA,NA,NA,NA,NA
"KOLKO, BETH",NA,NA,NA,NA,NA
"HUBER, VANDRA",NA,NA,NA,NA,NA
"SUBRAMANIAN, VENKAT",2899,28,23,53,40
"REYNOLDS, SCOTT",NA,NA,NA,NA,NA
"HARRIS, ALEXES",NA,NA,NA,NA,NA
"COLE, CATHERINE",514,10,7,10,5
"CHAN, KENYON",NA,NA,NA,NA,NA
"CHANSKY, HOWARD",2084,23,14,34,22
"KIECKHEFER, GAIL",NA,NA,NA,NA,NA
"ARAGON, CECILIA",5677,30,27,50,41
"CRUTCHFIELD, ROBERT",NA,NA,NA,NA,NA
"KLAVINS, ERIC",3544,33,18,51,28
"RAIGRODSKI, ARIEL",NA,NA,NA,NA,NA
"BOURGEOIS, JOANNE",4293,30,19,48,31
"DE COCK, MARTINE",3711,34,24,96,57
"MOURAD, PIERRE",NA,NA,NA,NA,NA
"NOVETZKE, CHRISTIAN",NA,NA,NA,NA,NA
"NORWOOD, THOMAS",NA,NA,NA,NA,NA
"OLDEN, JULIAN",19580,69,56,172,161
"JOHNSON, RICHARD",68662,136,83,561,408
"TOEWS, JOHN",NA,NA,NA,NA,NA
"CURRAN, SARA",2651,22,16,31,21
"CAMERON, CHERYL",NA,NA,NA,NA,NA
"KAISER, CHERYL",3624,29,24,40,37
"BOSMA, MARTHA",NA,NA,NA,NA,NA
"DOSSICK, CARRIE",1016,15,14,19,17
"BEANE, SILAS",6540,52,29,88,57
"GAMBOA, ERASMO",NA,NA,NA,NA,NA
"MILLER, DONALD",NA,NA,NA,NA,NA
"DUMITRIU, IOANA",1224,17,12,20,17
"JANDHYALA, VIKRAM",NA,NA,NA,NA,NA
"LAWLER, JOSHUA",7478,41,36,76,68
"SOMMERVILLE, JESSICA",4454,24,20,34,28
"MCLOUD-MANN, JENNIFER",NA,NA,NA,NA,NA
"PEVTSOVA, JULIA",NA,NA,NA,NA,NA
"MANN, CASEY",NA,NA,NA,NA,NA
"OGSTON, ANDREA",NA,NA,NA,NA,NA
"SISNEROS, JOSEPH",1646,24,19,32,31
"ATKINS, PAUL",33,3,3,2,0
"KAYAOGLU, TURAN",317,8,7,6,4
"HAUSER, LORENZ",4149,31,20,65,45
"CHEN, QIUZI",NA,NA,NA,NA,NA
"STOKES, DAVID",983,16,12,17,14
"WATRAS, M",NA,NA,NA,NA,NA
"SCOTT, JOHN",33130,102,54,247,190
"KUNZ, WILLIAM",NA,NA,NA,NA,NA
"ETZIONI, OREN",NA,NA,NA,NA,NA
"CRAWFORD, ROBERT",NA,NA,NA,NA,NA
"BAJARI, PATRICK",9034,35,29,68,47
"WAY, THAISA",NA,NA,NA,NA,NA
"DELCOURT, DENYSE",NA,NA,NA,NA,NA
"DOTY, SHARON",NA,NA,NA,NA,NA
"HARRIS, MARIAN",NA,NA,NA,NA,NA
"ROTTLE, NANCY",NA,NA,NA,NA,NA
"BORNING, ALAN",NA,NA,NA,NA,NA
"SONENBERG, MAYA",NA,NA,NA,NA,NA
"NORRIS, THOMAS",NA,NA,NA,NA,NA
"SCHMIDT, RODNEY",NA,NA,NA,NA,NA
"BRIDGES, ELIZABETH",NA,NA,NA,NA,NA
"CARRINGTON, EMILY",NA,NA,NA,NA,NA
"NASCIMENTO, AMOS",NA,NA,NA,NA,NA
"JIAMBALVO, JAMES",NA,NA,NA,NA,NA
"SCHAUFELBERGER, JOHN",NA,NA,NA,NA,NA
"SCHALL, LAWRENCE",NA,NA,NA,NA,NA
"KROHN, KENNETH",NA,NA,NA,NA,NA
"SZKODY, PAULA",NA,NA,NA,NA,NA
"ADAMS, LOYCE",NA,NA,NA,NA,NA
"SHENDURE, JAY",41601,90,82,218,211
"COGGINS, TRUMAN",NA,NA,NA,NA,NA
"AFROMOWITZ, MARTIN",NA,NA,NA,NA,NA
"BOLTON, SUSAN",NA,NA,NA,NA,NA
"WRIGHT, ROBIN",NA,NA,NA,NA,NA
"ELLINGSON, TERRY",NA,NA,NA,NA,NA
"BERRYMAN, JACK",NA,NA,NA,NA,NA
"BROWNLEE, DONALD",NA,NA,NA,NA,NA
"ZABOWSKI, DARLENE",NA,NA,NA,NA,NA
"BARONI, MARY",NA,NA,NA,NA,NA
"BAKER, DAVID",68829,139,91,509,428
"ZHENG, NING",NA,NA,NA,NA,NA
"ABRASS, ITAMAR",NA,NA,NA,NA,NA
"ALLEN, CHADWICK",NA,NA,NA,NA,NA
"ALLSTOT, DAVID",NA,NA,NA,NA,NA
"ANTONY, JAMES",NA,NA,NA,NA,NA
"ARMSTRONG, DAVID",NA,NA,NA,NA,NA
"AUSTIN, MELISSA",NA,NA,NA,NA,NA
"BALICK, BRUCE",NA,NA,NA,NA,NA
"BANKS, JOHN",NA,NA,NA,NA,NA
"BARE, B",NA,NA,NA,NA,NA
"BARRACK, CHARLES",NA,NA,NA,NA,NA
"BARRETO, MATTHEW",NA,NA,NA,NA,NA
"BARZEL, YORAM",9582,32,18,52,24
"BARZILAI, GAD",2554,22,14,39,21
"BASSOK, MIRIAM",7373,28,21,35,28
"BEAUFORT, ANNE",NA,NA,NA,NA,NA
"BENEDETTI, THOMAS",NA,NA,NA,NA,NA
"BERGER, PAUL",NA,NA,NA,NA,NA
"BERTSCH, GEORGE",29298,80,34,267,99
"BLAU, HERBERT",NA,NA,NA,NA,NA
"BOND, ELEANOR",NA,NA,NA,NA,NA
"BONJOUR, LAURENCE",NA,NA,NA,NA,NA
"BORDIA, RAJENDRA",NA,NA,NA,NA,NA
"BORRIELLO, GAETANO",23455,69,36,192,104
"BOWEN, ROBERT",NA,NA,NA,NA,NA
"BRADLEY, GORDON",NA,NA,NA,NA,NA
"BRANDT, PATRICIA",NA,NA,NA,NA,NA
"BRANSFORD, JOHN",NA,NA,NA,NA,NA
"BROWN, JANE",NA,NA,NA,NA,NA
"BRUCE, NEIL",NA,NA,NA,NA,NA
"BURNETT, THOMPSON",NA,NA,NA,NA,NA
"BURSTEIN, PAUL",6234,31,18,45,27
"CATALANO, CARLOS",NA,NA,NA,NA,NA
"CATTOLICO, ROSE",NA,NA,NA,NA,NA
"CHALOUPKA, VLADIMIR",NA,NA,NA,NA,NA
"CHAPMAN, JENS",NA,NA,NA,NA,NA
"CHECKOWAY, HARVEY",16935,69,35,230,135
"CHENEY, DOUGLAS",NA,NA,NA,NA,NA
"CIRTAUTAS, ILSE",NA,NA,NA,NA,NA
"CLATTERBAUGH, KENNETH",NA,NA,NA,NA,NA
"CLOSE, ANGELA",NA,NA,NA,NA,NA
"CLOWES, ALEXANDER",NA,NA,NA,NA,NA
"COFFEY, BRIAN",NA,NA,NA,NA,NA
"COHENCA, NESTOR",NA,NA,NA,NA,NA
"CONNELL, FREDERICK",NA,NA,NA,NA,NA
"CONQUEST, LOVEDAY",NA,NA,NA,NA,NA
"CONRAD, DOUGLAS",NA,NA,NA,NA,NA
"COOPER, ELIZABETH",NA,NA,NA,NA,NA
"CUNNINGHAM, SUSANNA",NA,NA,NA,NA,NA
"DAVIE, EARL",NA,NA,NA,NA,NA
"DAVIS, JAMES",NA,NA,NA,NA,NA
"DE ROUEN, TIMOTHY",NA,NA,NA,NA,NA
"DEL MORAL, ROGER",NA,NA,NA,NA,NA
"DEMOREST, STEVEN",NA,NA,NA,NA,NA
"DICKINSON, MICHAEL",NA,NA,NA,NA,NA
"DILLON, GEORGE",NA,NA,NA,NA,NA
"DOBRATZ, MARJORIE",NA,NA,NA,NA,NA
"DOESCHER, MARK",NA,NA,NA,NA,NA
"DONALDSON, SAMUEL",NA,NA,NA,NA,NA
"DOWLING, WILLIAM",NA,NA,NA,NA,NA
"DRESANG, ELIZA",NA,NA,NA,NA,NA
"DUKES, ROLAND",NA,NA,NA,NA,NA
"DUNCAN, CYNTHIA",NA,NA,NA,NA,NA
"EATON, DAVID",NA,NA,NA,NA,NA
"EBELING, WILLIAM",NA,NA,NA,NA,NA
"EDDY, ALLISON",NA,NA,NA,NA,NA
"EDGAR, EUGENE",NA,NA,NA,NA,NA
"EDMONDS, ROBERT",NA,NA,NA,NA,NA
"EDWARDS, JOLYNN",NA,NA,NA,NA,NA
"EFFMANN, ERIC",NA,NA,NA,NA,NA
"EISENBERG, MICHAEL",NA,NA,NA,NA,NA
"ELLIS, STEPHEN",NA,NA,NA,NA,NA
"EL-SHARKAWI, MOHAMED",NA,NA,NA,NA,NA
"EMERSON, STEVEN",NA,NA,NA,NA,NA
"ENGRAV, LOREN",NA,NA,NA,NA,NA
"ERICKSON, GARY",3171,19,13,22,15
"FAALAND, BRUCE",NA,NA,NA,NA,NA
"FABER, CRISPIN",NA,NA,NA,NA,NA
"FAILING, PATRICIA",NA,NA,NA,NA,NA
"FARKAS, DAVID",NA,NA,NA,NA,NA
"FAUSTO, NELSON",NA,NA,NA,NA,NA
"FEIGL, ERIC",NA,NA,NA,NA,NA
"FINE, ARTHUR",NA,NA,NA,NA,NA
"FLEMMIG, THOMAS",NA,NA,NA,NA,NA
"FOLLAND, GERALD",NA,NA,NA,NA,NA
"FOLSOM, RICHARD",NA,NA,NA,NA,NA
"FORD, E",NA,NA,NA,NA,NA
"FRAGA, LUIS",NA,NA,NA,NA,NA
"FREDERIKSEN, JOHN",NA,NA,NA,NA,NA
"FRIED, ELIOT",NA,NA,NA,NA,NA
"FRIEDMAN, DANIEL",NA,NA,NA,NA,NA
"FRIEDMAN, ROBERT",NA,NA,NA,NA,NA
"GATES, SARAH",NA,NA,NA,NA,NA
"GILLESPIE, ALAN",NA,NA,NA,NA,NA
"GILLESPIE, DIANE",NA,NA,NA,NA,NA
"GOLDBERG, ELLIS",NA,NA,NA,NA,NA
"GOODLETT, DAVID",NA,NA,NA,NA,NA
"GORBMAN, CLAUDIA",NA,NA,NA,NA,NA
"GRANEY, DANIEL",NA,NA,NA,NA,NA
"GREGG, MICHAEL",NA,NA,NA,NA,NA
"GREULICH, FRANCIS",NA,NA,NA,NA,NA
"GRIBBLE, STEVEN",NA,NA,NA,NA,NA
"GUNTHEROTH, WARREN",NA,NA,NA,NA,NA
"GUTTORP, PETER",NA,NA,NA,NA,NA
"GUY, R",NA,NA,NA,NA,NA
"HARDISTY, JAMES",NA,NA,NA,NA,NA
"HARGENS, LOWELL",NA,NA,NA,NA,NA
"HARLAN, JOHN",NA,NA,NA,NA,NA
"HARMON, ALEXANDRA",NA,NA,NA,NA,NA
"HAZELTON, PENELOPE",NA,NA,NA,NA,NA
"HELLMANN, DONALD",NA,NA,NA,NA,NA
"HESS, ALAN",NA,NA,NA,NA,NA
"HINCKLEY, THOMAS",10772,58,25,141,60
"HODGSON, KEVIN",NA,NA,NA,NA,NA
"HUEY, RAYMOND",27024,86,46,158,119
"HUME, LINDA",NA,NA,NA,NA,NA
"HUNTSMAN, LEE",NA,NA,NA,NA,NA
"JACKELS, CHARLES",NA,NA,NA,NA,NA
"JAFFEE, MARTIN",NA,NA,NA,NA,NA
"JOHNSON, GLEN",NA,NA,NA,NA,NA
"JOLLINEAU, SUSAN",NA,NA,NA,NA,NA
"JONES, THOMAS",NA,NA,NA,NA,NA
"JOSHEL, SANDRA",NA,NA,NA,NA,NA
"KAHN, MIRIAM",NA,NA,NA,NA,NA
"KAPPY, DAVID",NA,NA,NA,NA,NA
"KAPUR, KAILASH",4042,27,15,48,27
"KASPRISIN, RONALD",NA,NA,NA,NA,NA
"KATON, WAYNE",NA,NA,NA,NA,NA
"KERR, STEPHEN",NA,NA,NA,NA,NA
"KEYT, DAVID",NA,NA,NA,NA,NA
"KING, GREGORY",NA,NA,NA,NA,NA
"KNAPP, MICHAEL",NA,NA,NA,NA,NA
"KNECHTGES, DAVID",NA,NA,NA,NA,NA
"KOCHHAR-LINDGREN, GRAY",NA,NA,NA,NA,NA
"LAIRD, CHARLES",NA,NA,NA,NA,NA
"LANDAY, JAMES",NA,NA,NA,NA,NA
"LANGE, PAUL",NA,NA,NA,NA,NA
"LEONETTI, DONNA",NA,NA,NA,NA,NA
"LEPPA, CAROL",NA,NA,NA,NA,NA
"LEVI, MARGARET",NA,NA,NA,NA,NA
"LIND, DOUGLAS",NA,NA,NA,NA,NA
"LIU, HUI",38721,82,60,656,420
"LOCKWOOD, THOMAS",NA,NA,NA,NA,NA
"LOGERFO, JAMES",NA,NA,NA,NA,NA
"LOVELAND, JOEL",NA,NA,NA,NA,NA
"LOWENBERG, JUNE",NA,NA,NA,NA,NA
"LUCHTEL, D",NA,NA,NA,NA,NA
"MACLACHLAN, DOUGLAS",NA,NA,NA,NA,NA
"MAY, PETER",NA,NA,NA,NA,NA
"MAYER, JAMES",NA,NA,NA,NA,NA
"MC CABE, ROBIN",NA,NA,NA,NA,NA
"MC HUGH, HEATHER",NA,NA,NA,NA,NA
"MC KNIGHT, G",NA,NA,NA,NA,NA
"MITCHELL, TERENCE",NA,NA,NA,NA,NA
"MORGAN, MICHAEL",NA,NA,NA,NA,NA
"MORRISON, DIANE",NA,NA,NA,NA,NA
"MOSELEY, STEPHEN",NA,NA,NA,NA,NA
"MOSS, ALBERT",NA,NA,NA,NA,NA
"MOURADIAN, WENDY",NA,NA,NA,NA,NA
"MURRAY, JAMES",15619,71,31,155,90
"NAGDA, BIREN",NA,NA,NA,NA,NA
"NAIMAN, ROBERT",38890,95,52,232,140
"NOTKIN, DAVID",11858,48,26,106,48
"OLERUD, JOHN",NA,NA,NA,NA,NA
"OLIVER, MARVIN",NA,NA,NA,NA,NA
"OSBORNE, MASON",NA,NA,NA,NA,NA
"PARDO, RAFAEL",NA,NA,NA,NA,NA
"PARKS, WILLIAM",NA,NA,NA,NA,NA
"PARSON, WILLIAM",NA,NA,NA,NA,NA
"PAVLIN, D",NA,NA,NA,NA,NA
"PAVLIN, EDWARD",NA,NA,NA,NA,NA
"PETTIT, ELIZABETH",NA,NA,NA,NA,NA
"PHILIPSEN, GERRY",NA,NA,NA,NA,NA
"PIETSCH, THEODORE",2567,28,16,61,28
"POZNANSKI, KAZIMIERZ",NA,NA,NA,NA,NA
"PYLE, KENNETH",NA,NA,NA,NA,NA
"RAHN, JOHN",977,15,7,18,5
"RAMAKRISHNAN, LALITA",NA,NA,NA,NA,NA
"RAMEY, JUDITH",NA,NA,NA,NA,NA
"RAO, Y",NA,NA,NA,NA,NA
"REHR, JOHN",30471,68,36,223,124
"REID, PHILIP",37,3,3,1,1
"REINHARDT, WILLIAM",NA,NA,NA,NA,NA
"RHODES, LORNA",NA,NA,NA,NA,NA
"RICKER, NEIL",NA,NA,NA,NA,NA
"ROSENBLATT, ROGER",NA,NA,NA,NA,NA
"ROTHBERG, JOSEPH",NA,NA,NA,NA,NA
"SAKS, TOBY",NA,NA,NA,NA,NA
"SANTANA, LUIS",NA,NA,NA,NA,NA
"SCHIESS, PETER",NA,NA,NA,NA,NA
"SCHWINN, DEBRA",NA,NA,NA,NA,NA
"SEABURG, WILLIAM",NA,NA,NA,NA,NA
"SHELL-DUNCAN, BETTINA",NA,NA,NA,NA,NA
"SHEVLIN, TERRENCE",NA,NA,NA,NA,NA
"SHORACK, GALEN",NA,NA,NA,NA,NA
"SHY, KIRKWOOD",NA,NA,NA,NA,NA
"SIBLEY, CAROL",NA,NA,NA,NA,NA
"SIMPSON, ROGER",NA,NA,NA,NA,NA
"SIMPSON, TERRI",NA,NA,NA,NA,NA
"SJAVIK, JAN",NA,NA,NA,NA,NA
"SMITH, ERIC",11030,42,32,63,50
"SOLOMYAK, BORIS",NA,NA,NA,NA,NA
"SON, DAM",NA,NA,NA,NA,NA
"STEINEMANN, ANNE",NA,NA,NA,NA,NA
"STORCH, RICHARD",NA,NA,NA,NA,NA
"SULLIVAN, JOHN",NA,NA,NA,NA,NA
"SULLIVAN, WOODRUFF",NA,NA,NA,NA,NA
"TAKAMORI, AKIO",NA,NA,NA,NA,NA
"TAKEUCHI, DAVID",NA,NA,NA,NA,NA
"TAYLOR, CATHERINE",NA,NA,NA,NA,NA
"TAYLOR, QUINTARD",NA,NA,NA,NA,NA
"TEWKSBURY, JOSHUA",9381,40,32,70,62
"THOMAS, CAROL",NA,NA,NA,NA,NA
"TSANG, LEUNG",NA,NA,NA,NA,NA
"TSUTSUI, MICHIO",NA,NA,NA,NA,NA
"VAUGHAN, MICEAL",NA,NA,NA,NA,NA
"VERNEZ-MOUDON, ANNE",NA,NA,NA,NA,NA
"VESSELLA, ROBERT",NA,NA,NA,NA,NA
"WADDEN, DOUGLAS",NA,NA,NA,NA,NA
"WAHL, PATRICIA",NA,NA,NA,NA,NA
"WALLACE, JOHN",51505,85,52,191,131
"WARREN, STEPHEN",22141,57,40,116,84
"WASLEY, PATRICIA",NA,NA,NA,NA,NA
"WEAR, LARRY",NA,NA,NA,NA,NA
"WEIS, JOSEPH",NA,NA,NA,NA,NA
"WEST, STEPHEN",NA,NA,NA,NA,NA
"WETHERALL, DAVID",29641,76,57,142,110
"WHITE, J",37,3,2,1,1
"WOLCHER, LOUIS",NA,NA,NA,NA,NA
"WOLF, NORMAN",NA,NA,NA,NA,NA
"WOOD, ALAN",NA,NA,NA,NA,NA
"YOUNG, ELTON",NA,NA,NA,NA,NA
"YOUNG, JOHN",NA,NA,NA,NA,NA
"ZERBE, RICHARD",NA,NA,NA,NA,NA
"ZUMBRUNNEN, CRAIG",NA,NA,NA,NA,NA
