Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"MARTELLA, RONALD",NA,NA,NA,NA,NA
"TONEVA, ELENA",NA,NA,NA,NA,NA
"BEESON, TISHRA",NA,NA,NA,NA,NA
"NOLLMEYER, GUSTAVE",NA,NA,NA,NA,NA
"SCHWARTZ, ELISSA",1071,12,9,15,9
"DEXHEIMER, SUSAN",NA,NA,NA,NA,NA
"CARMEN, JULIE",5,1,1,0,0
"EVELHOCH, ZEBULIN",NA,NA,NA,NA,NA
"QUINN, AIMEE",125,6,3,3,2
"RUST, MAUREEN",NA,NA,NA,NA,NA
"STELLWAGEN, KURT",NA,NA,NA,NA,NA
"RENTERIA-VALENCIA, RODRIGO",NA,NA,NA,NA,NA
"GOERGER, MICHAEL",NA,NA,NA,NA,NA
"KALLINY, MORRIS",NA,NA,NA,NA,NA
"LEUPP, KATRINA",NA,NA,NA,NA,NA
"KOEHLER, CHRISTIAN",NA,NA,NA,NA,NA
"AGRISS, SEAN",NA,NA,NA,NA,NA
"DEHART, DENNIS",NA,NA,NA,NA,NA
"SANO, YOSHIE",NA,NA,NA,NA,NA
"HATTER, LAWRENCE",NA,NA,NA,NA,NA
"HOXMEIER, JILL",NA,NA,NA,NA,NA
"LIU, XINMIN",NA,NA,NA,NA,NA
"SHAFFER, SHELLY",NA,NA,NA,NA,NA
"WHITE, ALISON",NA,NA,NA,NA,NA
"BREEN, MELINDA",NA,NA,NA,NA,NA
"GARRAWAY, WILLIAM",NA,NA,NA,NA,NA
"SAVAGE, KAREN",NA,NA,NA,NA,NA
"MCAULEY, LOUIS",NA,NA,NA,NA,NA
"NATESAN, SENTHIL",188,8,7,4,4
"SCOTT, SHANNON",NA,NA,NA,NA,NA
"ARKSEY, MEREDITH",NA,NA,NA,NA,NA
"HARE, RYAN",NA,NA,NA,NA,NA
"KELLOGG, JENNY",NA,NA,NA,NA,NA
"VANREKEN, TIMOTHY",NA,NA,NA,NA,NA
"MELCHER, MATTHEW",NA,NA,NA,NA,NA
"ELLSWORTH, JANE",NA,NA,NA,NA,NA
"GOODMAN-ELGAR, MELISSA",NA,NA,NA,NA,NA
"BURGIS, NICHOLAS",NA,NA,NA,NA,NA
"NSOMBI, OKERA",NA,NA,NA,NA,NA
"CLEVELAND, LESLI",NA,NA,NA,NA,NA
"HILTON, TIMOTHY",NA,NA,NA,NA,NA
"NOBLE, KAREN",NA,NA,NA,NA,NA
"MAGORI, KRISZTIAN",459,12,9,13,9
"HAZELBAKER, CHADRON",NA,NA,NA,NA,NA
"BURWASH, SUSAN",39,4,4,1,0
"MARTIN, TERESA",NA,NA,NA,NA,NA
"REPOVICH, WENDY",NA,NA,NA,NA,NA
"LUETHI, DEAN",NA,NA,NA,NA,NA
"TOOR, RACHEL",NA,NA,NA,NA,NA
"FENNERTY, DANIEL",NA,NA,NA,NA,NA
"HYDE, JENNY",NA,NA,NA,NA,NA
"LOGAN, JUDITH",NA,NA,NA,NA,NA
"DUSEK, GARY",NA,NA,NA,NA,NA
"LIN, HONGFEI",1526,20,17,30,26
"GWIN, TONI",NA,NA,NA,NA,NA
"ZHANG, QIANG",1378,14,14,20,19
"PREISIG, FLORIAN",NA,NA,NA,NA,NA
"CAI, HAIPENG",190,8,8,8,8
"MAYHEW, JESSICA",NA,NA,NA,NA,NA
"BODEN, RUTH",NA,NA,NA,NA,NA
"CRAWFORD, JENNIFER",NA,NA,NA,NA,NA
"CULLEN, KELLEY",NA,NA,NA,NA,NA
"PATTERSON, JODI",NA,NA,NA,NA,NA
"SAUDERS, ROBERT",35,3,2,1,1
"SMITH, JULIA",NA,NA,NA,NA,NA
"ZUKOSKY, MICHAEL",NA,NA,NA,NA,NA
"SPEER, LORIE",NA,NA,NA,NA,NA
"THOMA, PAMELA",NA,NA,NA,NA,NA
"MUNSON, DOROTHY",NA,NA,NA,NA,NA
"PIRCH, KEVIN",NA,NA,NA,NA,NA
"SPRUELL, PAUL",NA,NA,NA,NA,NA
"WILSON-FOWLER, ELIZABETH",NA,NA,NA,NA,NA
"ADOLPHSON, KEITH",NA,NA,NA,NA,NA
"FULLER, DONALD",NA,NA,NA,NA,NA
"MOORE, MARION",NA,NA,NA,NA,NA
"YANG, TAIQIAN",NA,NA,NA,NA,NA
"ALECCIA, VINCENT",NA,NA,NA,NA,NA
"JOSTAD, JEREMY",NA,NA,NA,NA,NA
"WILSON, ALLISON",NA,NA,NA,NA,NA
"WU, DI",270,11,11,11,11
"CHENG, ZHAOKANG",930,11,11,12,11
"VALEO, CHRISTINA",NA,NA,NA,NA,NA
"AYERS, DREW",19,3,2,1,0
"BREWER, CHRISTI",12,2,2,0,0
"CHAPMAN, MATTHIEU",NA,NA,NA,NA,NA
"BECK, DANIEL",702,12,9,16,8
"INOUE, KOTA",NA,NA,NA,NA,NA
"JENSEN, COURTNEY",NA,NA,NA,NA,NA
"WETMORE, ANN",NA,NA,NA,NA,NA
"DUMITRESCU, CLAUDIA",NA,NA,NA,NA,NA
"CHANTRILL, PATRICIA",NA,NA,NA,NA,NA
"FLETCHER, TARYN",NA,NA,NA,NA,NA
"HADWIGER, LEE",NA,NA,NA,NA,NA
"HECHTMAN, TODD",NA,NA,NA,NA,NA
"O'QUINN, ROBIN",NA,NA,NA,NA,NA
"ROGAN-KLYVE, ALLYSON",NA,NA,NA,NA,NA
"COTE, JOSEPH",7854,26,20,35,25
"OGDEN, CHASE",NA,NA,NA,NA,NA
"GARCIA, MARTIN",NA,NA,NA,NA,NA
"HASKINS, TARA",NA,NA,NA,NA,NA
"TIAN, CAN",38,2,2,2,2
"KUSZ, NATALIE",NA,NA,NA,NA,NA
"LIN, ZILONG",NA,NA,NA,NA,NA
"BAZEMORE, GEORGIA",NA,NA,NA,NA,NA
"DEAN, ROBERT",NA,NA,NA,NA,NA
"HALVERSON, RACHEL",NA,NA,NA,NA,NA
"JONES, MERRI",NA,NA,NA,NA,NA
"TRELLA, DEANNA",NA,NA,NA,NA,NA
"REEDY, AMANDA",NA,NA,NA,NA,NA
"GANN, CORY",NA,NA,NA,NA,NA
"BELL, KERRYN",NA,NA,NA,NA,NA
"VONWETTSTEIN, DIETRICH",NA,NA,NA,NA,NA
"TORGERSON, BETH",NA,NA,NA,NA,NA
"PLOEGER, KRISTINA",NA,NA,NA,NA,NA
"HOPE, KEELY",NA,NA,NA,NA,NA
"NEELY, JAMIE",NA,NA,NA,NA,NA
"POTTER, ROBERT",NA,NA,NA,NA,NA
"GRAVES, JODY",NA,NA,NA,NA,NA
"MASIELLO, ANTHONY",NA,NA,NA,NA,NA
"EWING, CHRISTOPHER",NA,NA,NA,NA,NA
"SVOBODA, DEBORAH",NA,NA,NA,NA,NA
"CLAUSSEN, CATHRYN",NA,NA,NA,NA,NA
"MCGANN, CHRISTOPHER",NA,NA,NA,NA,NA
"LAMM, ASHLEY",NA,NA,NA,NA,NA
"PETERSON, FREDRICK",NA,NA,NA,NA,NA
"ABBEY, ERIC",464,8,8,8,8
"BRADLEY, LINDA",NA,NA,NA,NA,NA
"HALAAS, BETH",NA,NA,NA,NA,NA
"CARNS, DAVID",NA,NA,NA,NA,NA
"LAM, PUI-YAN",NA,NA,NA,NA,NA
"THORNTON, MICHELLE",NA,NA,NA,NA,NA
"DAVIS, SHANNA",NA,NA,NA,NA,NA
"MARTINEZ, NYDIA",NA,NA,NA,NA,NA
"NOVELLA, MIGUEL",NA,NA,NA,NA,NA
"KEBEDE, KASSAHUN",6,2,1,0,0
"SAMIZAY, M",NA,NA,NA,NA,NA
"MAILHIOT, CHRISTIAN",5778,35,10,63,10
"RUDD, REBECCA",24,3,3,0,0
"ANDERSON, MATTHEW",120,6,6,4,4
"MOUNT, SARAH",NA,NA,NA,NA,NA
"SITZMAN, DANIELLE",75,5,4,3,3
"MILLER, BARBARA",NA,NA,NA,NA,NA
"NELSON, PATRICIA",NA,NA,NA,NA,NA
"CHAFFIN, JAMIE",NA,NA,NA,NA,NA
"RUIZ-RUBIO, NATALIA",NA,NA,NA,NA,NA
"LUPKE, CHRISTOPHER",NA,NA,NA,NA,NA
"THORNTON, DANIEL",NA,NA,NA,NA,NA
"HIRZEL, PAUL",NA,NA,NA,NA,NA
"HINSON, JOHN",2431,20,11,27,14
"ANDERSON, JONATHAN",NA,NA,NA,NA,NA
"HOLLAR, JAMES",NA,NA,NA,NA,NA
"KREIDER, CARRI",NA,NA,NA,NA,NA
"MASINGALE, TRAVIS",NA,NA,NA,NA,NA
"ELKINS, RONALD",NA,NA,NA,NA,NA
"HUSTRULID, GINELLE",NA,NA,NA,NA,NA
"LEE CHAN, ALEJANDRO",NA,NA,NA,NA,NA
"FREED, JAMES",NA,NA,NA,NA,NA
"HAMMOND, RHONDA",NA,NA,NA,NA,NA
"LENTI, JOSEPH",NA,NA,NA,NA,NA
"HAWLEY, THOMAS",NA,NA,NA,NA,NA
"GIVENS, JENNIFER",NA,NA,NA,NA,NA
"KLUTENKAMPER, ALLYSON",NA,NA,NA,NA,NA
"MOBLEY, SACHEEN",NA,NA,NA,NA,NA
"LIEVANOS, RAOUL",NA,NA,NA,NA,NA
"BALL, JOHN",NA,NA,NA,NA,NA
"HEADY, MARGARET",NA,NA,NA,NA,NA
"WATKINS, DAVID",4422,31,16,58,25
"JOHNSON, ERIK",1107,9,8,9,8
"JONES, KRISTEN",NA,NA,NA,NA,NA
"KEMP, BRIAN",NA,NA,NA,NA,NA
"RISING, HOPE",NA,NA,NA,NA,NA
"SCOTT, WALTER",NA,NA,NA,NA,NA
"CHEN, ZHI",393,4,4,4,4
"PAE, YUNTAEK",11,2,2,0,0
"DAVARI, AREZOO",50,4,4,2,2
"RONALD, ROBERT",1201,19,7,30,4
"PENG, XIANGHUI",32,4,4,1,1
"FOREYT, WILLIAM",NA,NA,NA,NA,NA
"ROUSSELL, AARON",NA,NA,NA,NA,NA
"OFFERDAHL, ERIKA",268,7,7,7,6
"KRUEGER, ROBERT",NA,NA,NA,NA,NA
"JUNG, NA",NA,NA,NA,NA,NA
"VANWORMER, JACQUELINE",NA,NA,NA,NA,NA
"ILES, RICHARD",NA,NA,NA,NA,NA
"CRAIG, B",NA,NA,NA,NA,NA
"LU, ZAIXIN",408,11,11,12,12
"PERONE, SAMMY",NA,NA,NA,NA,NA
"BELLER, JENNIFER",NA,NA,NA,NA,NA
"DIMARCO, ARTHUR",NA,NA,NA,NA,NA
"DENG, LIYA",NA,NA,NA,NA,NA
"FALLSHORE, MARTE",NA,NA,NA,NA,NA
"SARIKAS, ROBERT",NA,NA,NA,NA,NA
"DOWD, DIANE",NA,NA,NA,NA,NA
"APPLETON, LAURA",NA,NA,NA,NA,NA
"WU, BOYANG",NA,NA,NA,NA,NA
"ZELLER, MAYA",NA,NA,NA,NA,NA
"LEATHERS, CHARLES",NA,NA,NA,NA,NA
"KENYON, GEORGE",NA,NA,NA,NA,NA
"JARAMILLO, ANDRES",NA,NA,NA,NA,NA
"SALAZAR, AMY",448,10,10,10,10
"WILDE, PATRICIA",NA,NA,NA,NA,NA
"ROLLIE, EMILY",NA,NA,NA,NA,NA
"KELTON, MOLLY",NA,NA,NA,NA,NA
"KEOGH HOSS, MARY",NA,NA,NA,NA,NA
"BLISS, MORGAN",NA,NA,NA,NA,NA
"RUBY, SUSAN",NA,NA,NA,NA,NA
"CLARKE, JOHN",NA,NA,NA,NA,NA
"GARRISON, MARK",NA,NA,NA,NA,NA
"APROBERTS-WARREN, MAGGIE",NA,NA,NA,NA,NA
"BLUM, GRACE",NA,NA,NA,NA,NA
"BAI, XIUQIN",NA,NA,NA,NA,NA
"LOKE, SOOIE",NA,NA,NA,NA,NA
"STACHOWIAK, LAUREN",22,3,3,0,0
"TAYLOR, KATRINA",NA,NA,NA,NA,NA
"ASHLEY, JASON",NA,NA,NA,NA,NA
"BAKSI, SHILA",NA,NA,NA,NA,NA
"BRUN, CHARLES",NA,NA,NA,NA,NA
"VANDEZANDE, ZACHARY",NA,NA,NA,NA,NA
"QUINN, STERLING",50,4,4,1,1
"JASTREMSKI, NICOLE",NA,NA,NA,NA,NA
"JUNIEL, PAMELA",NA,NA,NA,NA,NA
"SCHULZE-MAKUCH, DIRK",NA,NA,NA,NA,NA
"STOLBERG, REBECCA",NA,NA,NA,NA,NA
"SHAW, PARKER",NA,NA,NA,NA,NA
"DEPAOLIS, KATHRYN",NA,NA,NA,NA,NA
"ROLFE, DAVID",NA,NA,NA,NA,NA
"MINN, MICHAEL",NA,NA,NA,NA,NA
"HENNING, ANGELA",NA,NA,NA,NA,NA
"HILLMAN, HEIDI",NA,NA,NA,NA,NA
"VAN WIG, ANN",NA,NA,NA,NA,NA
"GOMEZ GIRALDO, NELSON",NA,NA,NA,NA,NA
"CRANE, KATHERYN",NA,NA,NA,NA,NA
"CHAKRAVERTY, DEVASMITA",117,5,5,5,5
"OVERATH, IRENE",NA,NA,NA,NA,NA
"COHEN, KENNETH",NA,NA,NA,NA,NA
"EASTWELL, KENNETH",NA,NA,NA,NA,NA
"TANIGOSHI, LYNELL",NA,NA,NA,NA,NA
"YANCEY, RYAN",NA,NA,NA,NA,NA
"BRIGGS, JEREMY",NA,NA,NA,NA,NA
"DI LODOVICO, DANIELE",NA,NA,NA,NA,NA
"INFRANCO, MICHAEL",NA,NA,NA,NA,NA
"MCCONNEL, CRAIG",NA,NA,NA,NA,NA
"SHARPLESS, BRIAN",NA,NA,NA,NA,NA
"ANDREWS, PRESTON",NA,NA,NA,NA,NA
"WETMORE, ANN",NA,NA,NA,NA,NA
"HUNT, CRAIG",NA,NA,NA,NA,NA
"SCHWING, JAMES",NA,NA,NA,NA,NA
"CHURCH, AUSTIN",NA,NA,NA,NA,NA
"ERION, VIRGINIA",NA,NA,NA,NA,NA
"NORATTO, GIULIANA",NA,NA,NA,NA,NA
"ANDREWS, TRACY",NA,NA,NA,NA,NA
"MARTINIS, KAREN",NA,NA,NA,NA,NA
"PATE, EDWARD",NA,NA,NA,NA,NA
"HOWELL, DONELLE",NA,NA,NA,NA,NA
"RUMSEY, HAL",NA,NA,NA,NA,NA
"POWELL, JOSEPH",NA,NA,NA,NA,NA
"FURMAN, GAIL",NA,NA,NA,NA,NA
"WILDER, ROBERT",NA,NA,NA,NA,NA
"DOERSCHUK, LINDSAY",NA,NA,NA,NA,NA
"ATER-KRANOV, ASHLEY",NA,NA,NA,NA,NA
"PHILLIPS, VALERIE",NA,NA,NA,NA,NA
"PETERSON, KAREN",NA,NA,NA,NA,NA
"CARLSON, NORMAN",NA,NA,NA,NA,NA
"ROTHMUND, WINDY",NA,NA,NA,NA,NA
"DESROCHES, ROBERT",NA,NA,NA,NA,NA
"RUSSELL, KENDRA",NA,NA,NA,NA,NA
"KENNEDY, GEORGE",NA,NA,NA,NA,NA
"WOODS, JAMIE",NA,NA,NA,NA,NA
"ANDERSON, STEPHANIE",NA,NA,NA,NA,NA
"BLACK, CATHERINE",NA,NA,NA,NA,NA
"ZOLLARS, RICHARD",NA,NA,NA,NA,NA
"REED, THOMAS",NA,NA,NA,NA,NA
"CULLINGS, BONNIE",NA,NA,NA,NA,NA
"ABDALLA, LAILA",NA,NA,NA,NA,NA
"ABDELAZIZ, MORAD",NA,NA,NA,NA,NA
"ABEDI-DJOURABTCHI, AMIR-HASSAN",NA,NA,NA,NA,NA
"ABEDI-DJOURABTCHI, AMIR-HASSAN",NA,NA,NA,NA,NA
"ABEL, TROY",2463,8,8,7,6
"ABRAM, KATHRYN",NA,NA,NA,NA,NA
"ABRAM, KATHRYN",NA,NA,NA,NA,NA
"ACEVEDO-GUTIERREZ, ALEJANDRO",NA,NA,NA,NA,NA
"ACEVEDO-GUTIERREZ, ALEJANDRO",NA,NA,NA,NA,NA
"ACKER-HOCEVAR, M",NA,NA,NA,NA,NA
"ACKER-HOCEVAR, M",NA,NA,NA,NA,NA
"ADAM, JENNIFER",5879,17,17,20,20
"ADESOPE, OLUSOLA",2197,16,16,25,24
"AHERN, MELISSA",NA,NA,NA,NA,NA
"AIKEN, KIRK",NA,NA,NA,NA,NA
"AIRTH, PAULA",NA,NA,NA,NA,NA
"AIRTH, PAULA",NA,NA,NA,NA,NA
"AIRTH, PAULA",NA,NA,NA,NA,NA
"AKINRINADE, BABAFEMI",NA,NA,NA,NA,NA
"ALFERS, SANDRA",NA,NA,NA,NA,NA
"ALHLOUL, SAQER",NA,NA,NA,NA,NA
"ALLAWAY, GIGI",NA,NA,NA,NA,NA
"ALLEN, ANDREW",NA,NA,NA,NA,NA
"ALMEIDA, DEIRDRE",NA,NA,NA,NA,NA
"ALPER, DONALD",NA,NA,NA,NA,NA
"ALQUDAH, SURA",NA,NA,NA,NA,NA
"ALSOSZATAI-PETHEO, JOHN",NA,NA,NA,NA,NA
"ALTMAN, MATTHEW",NA,NA,NA,NA,NA
"ALTMAN, MATTHEW",NA,NA,NA,NA,NA
"ALVY, HARVEY",NA,NA,NA,NA,NA
"AMETA, GAURAV",727,15,12,17,13
"AMIRAN, EDOH",NA,NA,NA,NA,NA
"AMOS, COLIN",419,9,9,9,8
"AMOS, COLIN",419,9,9,9,8
"AMOS, YUKARI",100,4,4,2,2
"AMUNDSON, GARTH",NA,NA,NA,NA,NA
"AN, WENFENG",NA,NA,NA,NA,NA
"ANDERSEN, KIM",NA,NA,NA,NA,NA
"ANDERSON, AMY",NA,NA,NA,NA,NA
"ANDERSON, AMY",NA,NA,NA,NA,NA
"ANDERSON, CHARLES",NA,NA,NA,NA,NA
"ANDERSON, EMILY",NA,NA,NA,NA,NA
"ANDERSON, JONATHAN",NA,NA,NA,NA,NA
"ANDERSON, KATHRYN",NA,NA,NA,NA,NA
"ANDERSON, KRISTIN",3164,19,18,19,19
"ANDERSON, KRISTIN",3164,19,18,19,19
"ANDERSON, ROGER",1458,16,9,19,8
"ANDERSON, SUSAN",NA,NA,NA,NA,NA
"ANDERSON, SUSAN",NA,NA,NA,NA,NA
"ANDREFSKY, WILLIAM",NA,NA,NA,NA,NA
"ANELLI, CAROL",NA,NA,NA,NA,NA
"ANTHOLT, SHARRON",NA,NA,NA,NA,NA
"ANTHONY-CAHILL, SPENCER",NA,NA,NA,NA,NA
"ANTHONY-CAHILL, SPENCER",NA,NA,NA,NA,NA
"ANTIL, LAURENCE",NA,NA,NA,NA,NA
"ANTOLOVICH, STEPHEN",NA,NA,NA,NA,NA
"ANTON, DANIEL",NA,NA,NA,NA,NA
"ANTOS, JOHN",NA,NA,NA,NA,NA
"ANTOS, JOHN",NA,NA,NA,NA,NA
"ANVIK, JOHN",NA,NA,NA,NA,NA
"APAZA, CARMEN",NA,NA,NA,NA,NA
"APAZA, CARMEN",NA,NA,NA,NA,NA
"APPLETON, ANDREW",NA,NA,NA,NA,NA
"APPLETON, LAURA",NA,NA,NA,NA,NA
"ARANDA, BLANCA",NA,NA,NA,NA,NA
"ARANDA, BLANCA",NA,NA,NA,NA,NA
"ARIGO, CHRISTOPHER",NA,NA,NA,NA,NA
"ARIYAWANSA, KURUPPU",NA,NA,NA,NA,NA
"ARMSTRONG SOULE, CATHERINE",28,2,2,2,2
"ARMSTRONG, EDWIN",NA,NA,NA,NA,NA
"ARMSTRONG, MERRY",NA,NA,NA,NA,NA
"AROLA, KRISTIN",NA,NA,NA,NA,NA
"ARTHURS, JONATHAN",NA,NA,NA,NA,NA
"ASCHER-BARNSTONE, DEBORAH",209,6,5,4,3
"ASHLOCK, JACK",NA,NA,NA,NA,NA
"ASKARI, KAVEH",NA,NA,NA,NA,NA
"ASKARI, KAVEH",NA,NA,NA,NA,NA
"ASTHANA, VANDANA",NA,NA,NA,NA,NA
"ASUKILE, THABITI",NA,NA,NA,NA,NA
"AUBIN, MATTHEW",NA,NA,NA,NA,NA
"AVEY, JAMES",12991,32,32,41,40
"AVITTS, ELLEN",NA,NA,NA,NA,NA
"BABCOCK, RANDALL",NA,NA,NA,NA,NA
"BACH, ANDREW",NA,NA,NA,NA,NA
"BACH, ANDREW",NA,NA,NA,NA,NA
"BACKLUND, PHILIP",NA,NA,NA,NA,NA
"BAHARAV, EVA",NA,NA,NA,NA,NA
"BAILEY, WILLIAM",NA,NA,NA,NA,NA
"BAJWA, DEEPINDER",1008,15,9,19,7
"BAJWA, DEEPINDER",1008,15,9,19,7
"BAKER-SENNETT, JACQUELYN",NA,NA,NA,NA,NA
"BAKER-SENNETT, JACQUELYN",NA,NA,NA,NA,NA
"BAKKEN, DAVID",NA,NA,NA,NA,NA
"BALAEV, MICHELLE",NA,NA,NA,NA,NA
"BALAEV, MIKHAIL",NA,NA,NA,NA,NA
"BALLEJOS, MIRIAM",NA,NA,NA,NA,NA
"BALLOU, GARY",NA,NA,NA,NA,NA
"BALLOU, GARY",NA,NA,NA,NA,NA
"BANKHEAD, TROY",NA,NA,NA,NA,NA
"BARNHART, CHARLES",609,11,11,12,12
"BARNSTONE, ROBERT",NA,NA,NA,NA,NA
"BARRETT, WILLIAM",NA,NA,NA,NA,NA
"BARTLETT, GARY",NA,NA,NA,NA,NA
"BASTOW, JUSTIN",NA,NA,NA,NA,NA
"BATES, ROBERT",NA,NA,NA,NA,NA
"BAUMAN, JENISE",191,8,8,8,6
"BAYAZIT, OZDEN",NA,NA,NA,NA,NA
"BEAGHAN, JAMES",NA,NA,NA,NA,NA
"BEAM, MICHAEL",NA,NA,NA,NA,NA
"BEASLEY, BRUCE",NA,NA,NA,NA,NA
"BEASLEY, BRUCE",NA,NA,NA,NA,NA
"BEAUCHAINE, THEODORE",NA,NA,NA,NA,NA
"BEDI, ROBINDER",NA,NA,NA,NA,NA
"BEDI, ROBINDER",NA,NA,NA,NA,NA
"BEECHER, BLAKE",NA,NA,NA,NA,NA
"BEECHER, BLAKE",NA,NA,NA,NA,NA
"BELL, KERRYN",NA,NA,NA,NA,NA
"BELOFSKY, GIL",NA,NA,NA,NA,NA
"BENAVIDES-VAELLO, SANDRA",NA,NA,NA,NA,NA
"BENDER, DONALD",NA,NA,NA,NA,NA
"BENNETT, VIRGINIA",NA,NA,NA,NA,NA
"BENSON, EARL",NA,NA,NA,NA,NA
"BENSON, KELLY",NA,NA,NA,NA,NA
"BENYI, ARPAD",NA,NA,NA,NA,NA
"BENYI, ARPAD",NA,NA,NA,NA,NA
"BERGER, ROBERT",547,14,12,16,13
"BERGER, ROBERT",547,14,12,16,13
"BERGET, ANDREW",76,5,3,2,2
"BERRY, JESSICA",NA,NA,NA,NA,NA
"BEUS, CURTIS",NA,NA,NA,NA,NA
"BEUTEL, MARC",NA,NA,NA,NA,NA
"BEYENAL, HALUK",6472,43,36,100,80
"BIANCO, CHRISTOPHER",NA,NA,NA,NA,NA
"BIANCO, CHRISTOPHER",NA,NA,NA,NA,NA
"BILICH, LISA",NA,NA,NA,NA,NA
"BILOUS, PETER",NA,NA,NA,NA,NA
"BINDLER, RUTH",NA,NA,NA,NA,NA
"BINGHAM, BRIAN",2318,19,10,31,10
"BISGARD, JAMES",NA,NA,NA,NA,NA
"BISWAS, BIDISHA",342,7,6,6,2
"BISWAS, BIDISHA",342,7,6,6,2
"BISWAS, BIPASHA",85,4,4,4,3
"BLACK, CATHERINE",NA,NA,NA,NA,NA
"BLACK, CHRISTINE",NA,NA,NA,NA,NA
"BLACK, R",NA,NA,NA,NA,NA
"BLACKBURN, JOHN",NA,NA,NA,NA,NA
"BLACKSON, GINNY",NA,NA,NA,NA,NA
"BLAIR, KAREN",NA,NA,NA,NA,NA
"BLAISDELL, GAYLA",NA,NA,NA,NA,NA
"BLOSSOM, NANCY",NA,NA,NA,NA,NA
"BLUME, DOERTE",NA,NA,NA,NA,NA
"BODEN, RUTH",NA,NA,NA,NA,NA
"BODENSTEINER, LEO",NA,NA,NA,NA,NA
"BODENSTEINER, LEO",NA,NA,NA,NA,NA
"BOERSMA, STUART",NA,NA,NA,NA,NA
"BOLAND, ELIZABETH",NA,NA,NA,NA,NA
"BOLAND, ELIZABETH",NA,NA,NA,NA,NA
"BOLAND, ELIZABETH",NA,NA,NA,NA,NA
"BOLKAN, CORY",NA,NA,NA,NA,NA
"BOLL, JAN",2857,29,21,62,43
"BOLTE, LINDA",NA,NA,NA,NA,NA
"BONDADA, BHASKAR",NA,NA,NA,NA,NA
"BONE, AMBER",NA,NA,NA,NA,NA
"BONE, AMBER",NA,NA,NA,NA,NA
"BORAH, PORISMITA",905,11,11,13,11
"BORDA, EMILY",NA,NA,NA,NA,NA
"BORDOLOI, SAMIT",NA,NA,NA,NA,NA
"BOSE, SUKANTA",NA,NA,NA,NA,NA
"BOUDREAUX, ANDREW",NA,NA,NA,NA,NA
"BOUDREAUX, ANDREW",NA,NA,NA,NA,NA
"BOUILLON, MARVIN",NA,NA,NA,NA,NA
"BOURNE, PATRICIA",NA,NA,NA,NA,NA
"BOURNE, PATRICIA",NA,NA,NA,NA,NA
"BOVER, DAVID",NA,NA,NA,NA,NA
"BOWEN, JOHN",NA,NA,NA,NA,NA
"BOWEN, JOHN",NA,NA,NA,NA,NA
"BOWER, JOHN",NA,NA,NA,NA,NA
"BOWER, JOHN",NA,NA,NA,NA,NA
"BOWERS, JANET",NA,NA,NA,NA,NA
"BOWERS, REBECCA",NA,NA,NA,NA,NA
"BOXBERGER, DANIEL",NA,NA,NA,NA,NA
"BOYD, ADAM",NA,NA,NA,NA,NA
"BOYD, ADAM",NA,NA,NA,NA,NA
"BOYLE, PETER",NA,NA,NA,NA,NA
"BRADLEY, DARCY",NA,NA,NA,NA,NA
"BRADLEY, KAREN",NA,NA,NA,NA,NA
"BRAMMER, ROBYN",NA,NA,NA,NA,NA
"BRAUN, JANET",NA,NA,NA,NA,NA
"BRAUN, JANET",NA,NA,NA,NA,NA
"BRAYTON, KELLY",NA,NA,NA,NA,NA
"BRECHER, WILLIAM",NA,NA,NA,NA,NA
"BREEDLOVE, LOIS",NA,NA,NA,NA,NA
"BREEN, MELINDA",NA,NA,NA,NA,NA
"BRICKHAM, DANA",NA,NA,NA,NA,NA
"BRIGGS, KENNETH",NA,NA,NA,NA,NA
"BRIGGS, ROGER",NA,NA,NA,NA,NA
"BRILLA, LORRAINE",NA,NA,NA,NA,NA
"BRITTO, SARAH",NA,NA,NA,NA,NA
"BROCK, BARBARA",NA,NA,NA,NA,NA
"BROCK, BARBARA",NA,NA,NA,NA,NA
"BRODHAGEN, MARION",NA,NA,NA,NA,NA
"BRODHAGEN, MARION",NA,NA,NA,NA,NA
"BRODY, DAVID",NA,NA,NA,NA,NA
"BROWN, DAVID",NA,NA,NA,NA,NA
"BROWN, LORI",NA,NA,NA,NA,NA
"BROWN, NICOLE",NA,NA,NA,NA,NA
"BROWN, REBECCA",NA,NA,NA,NA,NA
"BROWN, RICH",NA,NA,NA,NA,NA
"BROWN, RICH",NA,NA,NA,NA,NA
"BROWN, SHANE",NA,NA,NA,NA,NA
"BROWN, TERRI",NA,NA,NA,NA,NA
"BRUNA, SEAN",11,1,1,1,1
"BRUYA, LAWRENCE",NA,NA,NA,NA,NA
"BRYAN, APRIL",NA,NA,NA,NA,NA
"BUCCIFERRO, JUSTIN",NA,NA,NA,NA,NA
"BUCKLEY, PATRICK",NA,NA,NA,NA,NA
"BUCKLEY, PATRICK",NA,NA,NA,NA,NA
"BUDD, WILLIAM",NA,NA,NA,NA,NA
"BULCROFT, RICHARD",NA,NA,NA,NA,NA
"BUNCH, AARON",NA,NA,NA,NA,NA
"BUNN, ANDREW",4309,29,28,38,33
"BUNN, REBECCA",NA,NA,NA,NA,NA
"BURBICK, JOAN",NA,NA,NA,NA,NA
"BURGESS, DONALD",NA,NA,NA,NA,NA
"BURGESS, DONALD",NA,NA,NA,NA,NA
"BURGIS, NICHOLAS",NA,NA,NA,NA,NA
"BURNETT, J",NA,NA,NA,NA,NA
"BURNHAM, TIM",NA,NA,NA,NA,NA
